	importance
MoreauBrotoAuto_Hydrophobicity18	0.0005072960414494932
_PolarizabilityD3001	0.0005070003057978528
_ChargeD2100	0.0005057622486254631
MoreauBrotoAuto_Steric19	0.0005013435090068586
MoreauBrotoAuto_FreeEnergy6	0.0004999197114868086
_SecondaryStrD2001	0.0004995773607619586
_NormalizedVDWVD1075	0.0004987465069340894
MoranAuto_Steric16	0.0004984128070543615
_PolarityD3100	0.0004983636814228747
QSOSW29	0.0004973374132480054
AVW	0.0004950680873361654
MoranAuto_Steric3	0.0004930702141439248
MoreauBrotoAuto_AvFlexibility6	0.0004920306792201278
MoranAuto_AvFlexibility9	0.0004914745237428328
MoreauBrotoAuto_FreeEnergy1	0.0004911324893541953
MoranAuto_Steric6	0.0004903913047693343
GearyAuto_Steric14	0.0004898868520571861
_ChargeD3050	0.0004888958634385462
GearyAuto_Mutability5	0.00048767144091006195
_PolarizabilityD1025	0.0004873243541863602
MoreauBrotoAuto_Mutability8	0.0004872867515428196
GearyAuto_FreeEnergy1	0.0004871969368582931
MoreauBrotoAuto_AvFlexibility23	0.0004856742540405049
GearyAuto_FreeEnergy20	0.0004849319394787664
arc_1	0.00048396704287495074
PAAC27_x	0.0004819236611124911
MoreauBrotoAuto_Mutability5	0.00048177586413970596
MoreauBrotoAuto_ResidueVol11	0.00048129648087284646
_PolarityD2100	0.00047809812380475967
_NormalizedVDWVD2025	0.0004770284476025508
MoreauBrotoAuto_Polarizability6	0.000476657109076582
MoreauBrotoAuto_ResidueVol9	0.0004751679870497059
VV	0.0004747136853770373
MoranAuto_ResidueASA10	0.0004733380038814617
MoranAuto_Hydrophobicity15	0.00047010801645340326
_NormalizedVDWVT13	0.0004685328198646743
GW	0.0004682124741597217
MoranAuto_ResidueVol2	0.0004677659807763718
_SolventAccessibilityC3	0.00046614395666825983
_ChargeD1100	0.0004651421164635433
MoranAuto_ResidueASA13	0.0004650757667630005
GearyAuto_Mutability12	0.0004634343840356963
ALA	0.00046315286966993507
GearyAuto_Hydrophobicity20	0.0004630592367705309
_PolarityD2025	0.00046282598024950693
MoranAuto_ResidueASA12	0.0004607176057052061
MoreauBrotoAuto_Steric17	0.000459415983834902
MFL	0.00045891277251703527
MoranAuto_Steric14	0.00045785785121164234
PAAC36	0.00045664119335352246
I	0.00045565127026331634
MoreauBrotoAuto_Mutability13	0.00045561820791529953
SecStruct_turn	0.00045528421060025265
QSOSW4	0.00045467985955593163
GearyAuto_ResidueVol4	0.0004546733501564876
MoranAuto_Polarizability16	0.00045228220598398755
_ChargeC2	0.00045105902710571656
MoreauBrotoAuto_Steric1	0.0004502858423668774
MoreauBrotoAuto_Hydrophobicity22	0.0004497539362628856
MoranAuto_Polarizability8	0.00044781416928268807
MoranAuto_FreeEnergy15	0.0004477698516085825
GearyAuto_ResidueASA28	0.00044574454688362593
